Model A (Base DistilmBERT),Model B (DAPT-DistilmBERT),Model C (XLM-R Base),Model D (Optimized DAPT)
98.63859999995839,93.46189999996568,182.88100000017948,30.778800000007323
98.15889999981664,92.82149999989997,182.19960000033097,30.577700000321784
95.33509999982925,93.1044999997539,184.4549000002189,30.739599999833445
95.45180000009168,92.86970000039219,185.02489999991667,31.325699999797507
99.715900000092,92.86359999987326,185.77630000027057,31.700500000169995
97.24519999986114,94.44340000027296,183.36460000000443,30.764000000090164
97.08230000001095,92.83929999992324,182.59189999980663,30.754500000057305
97.12730000001102,93.00340000027063,184.17060000001584,30.776999999943655
98.77959999994346,93.94520000023476,185.19270000024335,31.506300000273768
96.24919999987469,93.30809999983103,185.00619999986156,30.917500000214204
93.1470000000445,92.5998000002437,184.37109999968015,30.549400000381866
94.12079999992784,92.45929999997315,183.3267000001797,31.116000000110944
93.15409999999247,93.47359999992477,183.3556999999928,30.383699999674718
97.69389999996747,92.92569999979605,183.70359999971697,30.363600000328006
95.2190000000428,94.15319999970961,184.57429999989472,30.38169999990714
93.45760000019254,94.0722000000278,185.88260000024093,31.30330000021786
93.93460000001141,93.91319999986081,183.1478999997671,30.289499999980762
93.60639999999876,93.00669999993261,184.7554000000855,30.347299999903043
93.67459999998573,92.12690000003931,183.0221000000165,30.190200000106415
94.798899999887,94.3649999999252,183.92129999983808,30.66930000022694
94.30499999984931,92.50280000014754,184.2514999998457,31.44030000021303
93.48439999985203,93.10180000011314,184.39309999985198,31.06130000014673
92.88390000006075,92.33240000003207,186.07569999994666,30.647999999928288
93.62749999991138,94.06979999994292,183.22160000025178,30.51220000043031
95.16999999982545,92.5982000003387,183.84629999991375,30.360400000063237
98.55249999986881,92.63749999990978,184.665600000244,32.06940000018221
98.53269999985059,93.6135000001741,185.37979999973686,30.59399999983725
97.90190000012444,93.22710000014922,184.1497000000345,31.67959999973391
96.97960000016792,93.20769999976619,184.33939999977156,31.145399999786605
96.43259999984366,92.87959999983286,183.83349999976417,31.024300000353833
99.0326000001005,93.14719999974841,185.30509999982314,30.72280000014871
99.23350000008213,92.5321999998232,184.5074999996541,30.367200000000594
98.87559999992845,92.1278999999231,183.98230000002513,30.980100000306265
97.79019999996308,93.05110000013883,184.05880000000252,30.37210000002233
97.43400000002111,93.06450000030964,185.47199999966324,30.811699999958364
94.40829999994094,92.94330000011541,183.4923000001254,30.390500000066822
95.28640000007726,93.05140000014944,183.39130000003934,31.40209999992294
93.19110000001274,93.5273000000052,184.68010000015056,32.20610000016677
94.06289999992623,94.1118999999162,183.02349999976286,31.051499999648513
92.93270000011944,92.48729999990246,184.50190000021394,33.41970000019501
95.18350000007558,92.74899999991248,183.92739999990226,31.545199999982287
92.6792000000205,92.84320000006119,185.43299999964802,34.34749999996711
92.66739999998208,92.3413000000437,184.67599999985396,34.357700000327895
95.04739999988487,92.38060000006953,183.81060000001526,35.43369999988499
93.28620000019328,93.33040000001347,184.08529999987877,35.611299999800394
95.85330000004433,94.77479999986826,184.29990000004182,39.568599999711296
93.28660000005584,92.05539999993562,183.55109999993147,35.38380000009056
93.39380000005804,92.31969999973444,182.82789999966553,34.00150000015856
93.51909999986674,91.66310000000522,186.64099999978134,33.836100000371516
93.22470000006433,91.79949999997916,183.3784000000378,35.23119999999835
92.6408000000265,92.41850000034901,184.0732000000571,35.04539999994449
95.06150000015623,93.0198000000928,184.48590000025433,34.61590000006254
93.27029999985825,96.22469999976602,183.396900000389,36.04320000022199
92.84329999991314,93.25010000020484,183.337400000255,32.52119999979186
92.9562999999689,92.753299999913,183.3158999997977,33.4379999999328
93.63239999993311,93.78259999994043,184.30510000007416,34.367700000075274
95.00710000020263,93.06549999973868,183.73040000005858,33.38799999983166
94.014999999672,93.45829999983835,186.01500000022497,33.62459999971179
93.40780000002269,93.45530000018698,183.36930000032226,33.369499999935215
93.7183000000914,93.40309999970486,184.78509999977177,33.6195999998381
